trade_date,future_market_10pct_density,market_top5pct_avg_return,market_top30_avg_return,market_positive_ratio,market_extreme_return_density_5pct,market_extreme_return_density_10pct,market_opportunity_label
2023-05-26,0.0,0.057115130710906854,-0.00595660013385903,0.3333333333333333,0.037037037037037035,0.0,1
2023-05-29,0.0,0.04275327987864337,-0.001195176750718076,0.4074074074074074,0.0,0.0,2
2023-05-30,0.037037037037037035,0.09388584492207191,-0.0071512029775705884,0.2962962962962963,0.07407407407407407,0.037037037037037035,2
2023-05-31,0.0,0.06496911470371408,-0.008439322350926757,0.3333333333333333,0.1111111111111111,0.0,1
2023-06-01,0.0,0.07857718856887269,-0.008251963654872104,0.39285714285714285,0.07142857142857142,0.0,1
2023-06-02,0.03571428571428571,0.07647536618401723,-0.027636490327991255,0.14285714285714285,0.03571428571428571,0.03571428571428571,2
2023-06-05,0.03571428571428571,0.093942813230872,-0.01974176051918098,0.17857142857142858,0.07142857142857142,0.03571428571428571,2
2023-06-06,0.0,0.09177769018327891,-0.008571272735314625,0.42857142857142855,0.07142857142857142,0.0,1
2023-06-07,0.03571428571428571,0.12214983687417041,-0.007294003354697018,0.2857142857142857,0.07142857142857142,0.03571428571428571,2
2023-06-08,0.03571428571428571,0.08421563670535609,0.0004268271925829111,0.4642857142857143,0.03571428571428571,0.03571428571428571,2
2023-06-09,0.0,0.07891982023513738,0.00682536899105931,0.5714285714285714,0.17857142857142858,0.0,1
2023-06-12,0.0,0.06101338568111531,0.00042163970161324067,0.5,0.14285714285714285,0.0,1
2023-06-13,0.03571428571428571,0.1487734311006596,0.006366099264759637,0.5714285714285714,0.10714285714285714,0.03571428571428571,2
2023-06-14,0.03571428571428571,0.10654908533997182,0.0034707243240423174,0.5357142857142857,0.07142857142857142,0.03571428571428571,2
2023-06-15,0.07142857142857142,0.2506415504471735,-0.002454248431269442,0.21428571428571427,0.07142857142857142,0.07142857142857142,2
2023-06-16,0.07142857142857142,0.1322324706425651,0.0010182041423771858,0.32142857142857145,0.07142857142857142,0.07142857142857142,2
2023-06-19,0.03571428571428571,0.07740533883602091,0.0043730766988703,0.5357142857142857,0.07142857142857142,0.03571428571428571,2
2023-06-20,0.07142857142857142,0.11965584727584727,0.018047696476841683,0.75,0.10714285714285714,0.07142857142857142,2
2023-06-21,0.03571428571428571,0.08713213219616206,0.01619551035799903,0.6071428571428571,0.10714285714285714,0.03571428571428571,2
2023-06-26,0.03571428571428571,0.0979038788515239,0.022254819703791867,0.7857142857142857,0.14285714285714285,0.03571428571428571,2
2023-06-27,0.03571428571428571,0.1773900524161702,0.024175144518240068,0.6785714285714286,0.14285714285714285,0.03571428571428571,2
2023-06-28,0.03571428571428571,0.11330136871924174,0.014937615909042077,0.6071428571428571,0.14285714285714285,0.03571428571428571,2
2023-06-29,0.03571428571428571,0.11106182286833693,0.002063822035212008,0.5357142857142857,0.03571428571428571,0.03571428571428571,2
2023-06-30,0.03571428571428571,0.13302737379907165,0.002614273891026053,0.42857142857142855,0.10714285714285714,0.03571428571428571,2
2023-07-03,0.0,0.051415313120363466,-0.005060847869006024,0.4642857142857143,0.03571428571428571,0.0,0
2023-07-04,0.03571428571428571,0.09487864347024227,-0.0006257187126552933,0.39285714285714285,0.10714285714285714,0.03571428571428571,2
2023-07-05,0.0,0.07911784899510171,-0.0036093889096585068,0.35714285714285715,0.07142857142857142,0.0,0
2023-07-06,0.0,0.061101617591218634,-0.0012584154036241045,0.4642857142857143,0.03571428571428571,0.0,0
2023-07-07,0.03571428571428571,0.08855752736835659,0.00011270893128833916,0.42857142857142855,0.07142857142857142,0.03571428571428571,2
2023-07-10,0.034482758620689655,0.14966257011004608,0.002967184495836496,0.4827586206896552,0.10344827586206896,0.034482758620689655,0
2023-07-11,0.034482758620689655,0.07616498563773882,-0.010024221430012602,0.4482758620689655,0.034482758620689655,0.034482758620689655,0
2023-07-12,0.0,0.06170088223569964,-0.004456918342196832,0.5172413793103449,0.06896551724137931,0.0,0
2023-07-13,0.0,0.04597645678951763,-0.016018581256614112,0.3103448275862069,0.034482758620689655,0.0,0
2023-07-14,0.0,0.030628889564438946,-0.029308590149293302,0.10344827586206896,0.0,0.0,0
2023-07-17,0.0,0.025686124964690207,-0.028484024054868187,0.1724137931034483,0.0,0.0,0
2023-07-18,0.034482758620689655,0.08616424657534233,-0.011988957483263105,0.3448275862068966,0.034482758620689655,0.034482758620689655,1
2023-07-19,0.0,0.060853620291006,-0.013587972510064408,0.27586206896551724,0.06896551724137931,0.0,0
2023-07-20,0.0,0.05205917584116866,-0.011440591831970586,0.3793103448275862,0.034482758620689655,0.0,0
2023-07-21,0.10344827586206896,0.13696730505328764,0.01944232642190606,0.6896551724137931,0.13793103448275862,0.10344827586206896,2
2023-07-24,0.034482758620689655,0.102982341389728,0.009543689091979895,0.5862068965517241,0.13793103448275862,0.034482758620689655,1
2023-07-25,0.034482758620689655,0.10590818360045634,-0.0004775838271475524,0.5172413793103449,0.034482758620689655,0.034482758620689655,1
2023-07-26,0.034482758620689655,0.19280702052207763,0.004822594574346997,0.3103448275862069,0.06896551724137931,0.034482758620689655,1
2023-07-27,0.0,0.07243037115588552,0.004362223636834316,0.5862068965517241,0.06896551724137931,0.0,0
2023-07-28,0.034482758620689655,0.09224230392062432,-0.010116800327179837,0.2413793103448276,0.06896551724137931,0.034482758620689655,1
2023-07-31,0.034482758620689655,0.13165883297663267,-0.009586986931934265,0.20689655172413793,0.10344827586206896,0.034482758620689655,1
2023-08-01,0.06896551724137931,0.12224412674742641,-0.011280697140590731,0.13793103448275862,0.06896551724137931,0.06896551724137931,2
2023-08-02,0.034482758620689655,0.10708131721780262,-0.017640420706644205,0.1724137931034483,0.034482758620689655,0.034482758620689655,1
2023-08-03,0.0,0.04647398382586349,-0.025733455817549,0.13793103448275862,0.034482758620689655,0.0,0
2023-08-04,0.0,0.0226194389638686,-0.039883687482817225,0.10344827586206896,0.0,0.0,0
2023-08-07,0.0,0.028660668239877188,-0.025577752441308044,0.10344827586206896,0.0,0.0,0
2023-08-08,0.0,0.03920547729165131,-0.02168279842459671,0.20689655172413793,0.034482758620689655,0.0,0
2023-08-09,0.0,0.04756905233342685,-0.020324713063555738,0.2413793103448276,0.034482758620689655,0.0,1
2023-08-10,0.0,0.05028181479758016,-0.019011259235681265,0.2413793103448276,0.034482758620689655,0.0,1
2023-08-11,0.0,0.06923403613124285,-0.012585565439172417,0.3448275862068966,0.10344827586206896,0.0,1
2023-08-14,0.0,0.054190528181495785,-0.022059915852567235,0.2413793103448276,0.034482758620689655,0.0,1
2023-08-15,0.034482758620689655,0.09075971649950537,-0.030651393416146155,0.13793103448275862,0.034482758620689655,0.034482758620689655,1
2023-08-16,0.03333333333333333,0.08168728585971202,-0.04906766862324779,0.13333333333333333,0.06666666666666667,0.03333333333333333,1
2023-08-17,0.0,0.05398223656223506,-0.06060364968668345,0.13333333333333333,0.03333333333333333,0.0,1
2023-08-18,0.1,0.284098791193064,-0.008175678042022617,0.36666666666666664,0.16666666666666666,0.1,2
2023-08-21,0.0,0.046691383399916034,-0.042603217146945024,0.2,0.03333333333333333,0.0,1
2023-08-22,0.03333333333333333,0.0898396101066688,-0.013876121239566918,0.5333333333333333,0.1,0.03333333333333333,1
2023-08-23,0.0,0.08485874149659861,0.012680798996228185,0.6451612903225806,0.22580645161290322,0.0,1
2023-08-24,0.12903225806451613,0.12458354958848677,0.03411992937622843,0.7741935483870968,0.3225806451612903,0.12903225806451613,2
2023-08-25,0.12903225806451613,0.2259893844889793,0.03083370835210943,0.7096774193548387,0.22580645161290322,0.12903225806451613,2
2023-08-28,0.3870967741935484,0.21616203841263476,0.09034086143470053,0.9032258064516129,0.7419354838709677,0.3870967741935484,2
2023-08-29,0.0967741935483871,0.12422916173673842,0.03580539307564097,0.8387096774193549,0.3225806451612903,0.0967741935483871,2
2023-08-30,0.0967741935483871,0.1263275409836066,0.028664898579891063,0.8064516129032258,0.22580645161290322,0.0967741935483871,2
2023-08-31,0.0,0.0651951495760677,0.0008476977288979872,0.5806451612903226,0.16129032258064516,0.0,1
2023-09-01,0.03225806451612903,0.0873073272009211,-0.019122065711873224,0.22580645161290322,0.0967741935483871,0.03225806451612903,1
2023-09-04,0.0,0.06903251664066884,-0.026378635860731803,0.22580645161290322,0.0967741935483871,0.0,1
2023-09-05,0.0,0.08913111133549051,-0.011253058069400511,0.3870967741935484,0.06451612903225806,0.0,1
2023-09-06,0.0,0.06728290211413762,-0.020540885707514212,0.1935483870967742,0.03225806451612903,0.0,1
2023-09-07,0.03225806451612903,0.10272136895696432,-0.006797020197212408,0.3225806451612903,0.12903225806451613,0.03225806451612903,1
2023-09-08,0.0967741935483871,0.12049938090360762,-0.00444050848143314,0.25806451612903225,0.16129032258064516,0.0967741935483871,2
2023-09-11,0.06451612903225806,0.14313963971139426,-0.006130115482122275,0.25806451612903225,0.0967741935483871,0.06451612903225806,2
2023-09-12,0.03225806451612903,0.10192240507431999,-0.01591299433604944,0.16129032258064516,0.06451612903225806,0.03225806451612903,1
2023-09-13,0.03225806451612903,0.09974907020572693,-0.01849243763629105,0.1935483870967742,0.06451612903225806,0.03225806451612903,1
2023-09-14,0.0,0.09189190165151734,-0.019164356447181886,0.1935483870967742,0.06451612903225806,0.0,1
2023-09-15,0.03225806451612903,0.20062730682786953,0.0047973683317641385,0.3548387096774194,0.06451612903225806,0.03225806451612903,1
2023-09-18,0.03225806451612903,0.23301847607452772,-0.0088936794883072,0.12903225806451613,0.06451612903225806,0.03225806451612903,1
2023-09-19,0.03225806451612903,0.17327637113018687,-0.0042093241372511535,0.1935483870967742,0.06451612903225806,0.03225806451612903,1
2023-09-20,0.03225806451612903,0.2800459133447887,0.01462819732022047,0.41935483870967744,0.03225806451612903,0.03225806451612903,1
2023-09-21,0.0,0.08105101554509314,0.012454689907387186,0.7096774193548387,0.06451612903225806,0.0,0
2023-09-22,0.03225806451612903,0.1584338064814102,-0.004592065325203291,0.2903225806451613,0.0967741935483871,0.03225806451612903,1
2023-09-25,0.06451612903225806,0.2058703249361081,0.006967622731646698,0.3870967741935484,0.12903225806451613,0.06451612903225806,2
2023-09-26,0.03225806451612903,0.15441966494507425,0.001707181580971051,0.41935483870967744,0.06451612903225806,0.03225806451612903,1
2023-09-27,0.06451612903225806,0.12672146645089005,-0.004306912622819693,0.25806451612903225,0.0967741935483871,0.06451612903225806,2
2023-09-28,0.0,0.05420941823010057,-0.026450351524803344,0.25806451612903225,0.03225806451612903,0.0,0
2023-10-09,0.03225806451612903,0.13269519290177217,-0.01989297987712787,0.25806451612903225,0.12903225806451613,0.03225806451612903,1
2023-10-10,0.0967741935483871,0.23421786925872687,-0.005085905984201942,0.25806451612903225,0.16129032258064516,0.0967741935483871,2
2023-10-11,0.03225806451612903,0.11437168333681053,-0.04209920473765461,0.16129032258064516,0.03225806451612903,0.03225806451612903,1
2023-10-12,0.03225806451612903,0.22085519653022498,-0.03336510024264146,0.0967741935483871,0.03225806451612903,0.03225806451612903,1
2023-10-13,0.03225806451612903,0.3080254707659754,-0.036510216982048226,0.0967741935483871,0.03225806451612903,0.03225806451612903,1
2023-10-16,0.03225806451612903,0.09410359231776527,-0.05904195994447868,0.0967741935483871,0.03225806451612903,0.03225806451612903,1
2023-10-17,0.0,0.041380589366946836,-0.04783631379544711,0.0967741935483871,0.03225806451612903,0.0,0
2023-10-18,0.03225806451612903,0.09070213158209767,-0.020805809785050557,0.3225806451612903,0.0967741935483871,0.03225806451612903,1
2023-10-19,0.0625,0.16931619516579682,0.009462093131510212,0.65625,0.1875,0.0625,2
2023-10-20,0.0625,0.167922708697876,0.03505026774223577,0.6875,0.4375,0.0625,2
2023-10-23,0.21875,0.17934558284330676,0.06512210106702897,0.84375,0.53125,0.21875,2
2023-10-24,0.1875,0.18179420250896056,0.0523040139245758,0.78125,0.34375,0.1875,2
2023-10-25,0.125,0.16991815508921554,0.03422833144565732,0.75,0.25,0.125,2
2023-10-26,0.0625,0.16016050348152105,0.02032625979226498,0.53125,0.1875,0.0625,2
2023-10-27,0.06060606060606061,0.10748101010101013,0.011779881075126264,0.5454545454545454,0.12121212121212122,0.06060606060606061,2
2023-10-30,0.09090909090909091,0.17280346730733204,0.022499034316387986,0.6060606060606061,0.18181818181818182,0.09090909090909091,2
2023-10-31,0.18181818181818182,0.14881806240013457,0.04119126730013953,0.7575757575757576,0.30303030303030304,0.18181818181818182,2
2023-11-01,0.30303030303030304,0.21020483944305263,0.07592318730481104,0.8484848484848485,0.5454545454545454,0.30303030303030304,2
2023-11-02,0.18181818181818182,0.3068032576876595,0.0795505466043772,0.9090909090909091,0.5757575757575758,0.18181818181818182,2
2023-11-03,0.12121212121212122,0.2859338611701904,0.0538391227002787,0.6060606060606061,0.3333333333333333,0.12121212121212122,2
2023-11-06,0.15625,0.33244194180351483,0.051529700879268926,0.75,0.3125,0.15625,2
2023-11-07,0.1875,0.2313436683738797,0.05229176809178406,0.84375,0.375,0.1875,2
2023-11-08,0.09375,0.2026432039518879,0.03639839624782894,0.8125,0.21875,0.09375,2
2023-11-09,0.0625,0.22809479122434526,0.02635012499715381,0.6875,0.125,0.0625,2
2023-11-10,0.12121212121212122,0.3013943851979872,0.04744835473849866,0.6666666666666666,0.2727272727272727,0.12121212121212122,2
2023-11-13,0.15151515151515152,0.19317478553406214,0.04296226689900801,0.696969696969697,0.21212121212121213,0.15151515151515152,2
2023-11-14,0.21212121212121213,0.22861930819090664,0.052033561548203225,0.6363636363636364,0.36363636363636365,0.21212121212121213,2
2023-11-15,0.5757575757575758,0.5708286545853927,0.16149726974300682,0.6666666666666666,0.5757575757575758,0.5757575757575758,2
2023-11-16,0.5151515151515151,0.5715910241637288,0.13798031403544217,0.7878787878787878,0.5454545454545454,0.5151515151515151,2
2023-11-17,0.48484848484848486,0.6540011194008998,0.1678646538170733,0.6363636363636364,0.5151515151515151,0.48484848484848486,2
2023-11-20,0.48484848484848486,0.5642379169654953,0.14711300400377564,0.5454545454545454,0.48484848484848486,0.48484848484848486,2
2023-11-21,0.21212121212121213,0.3444681998570088,0.063529429699686,0.42424242424242425,0.2727272727272727,0.21212121212121213,2
2023-11-22,0.18181818181818182,0.3682746010453327,0.04118497388531066,0.5151515151515151,0.2727272727272727,0.18181818181818182,2
2023-11-23,0.058823529411764705,0.13147737145798083,-0.010276882192711232,0.29411764705882354,0.14705882352941177,0.058823529411764705,1
2023-11-24,0.029411764705882353,0.1884346659304253,-0.008062328762835191,0.20588235294117646,0.058823529411764705,0.029411764705882353,0
2023-11-27,0.029411764705882353,0.11259377056147196,-0.06905264884874975,0.14705882352941177,0.029411764705882353,0.029411764705882353,0
2023-11-28,0.029411764705882353,0.0846937144018321,-0.047656829751393695,0.11764705882352941,0.029411764705882353,0.029411764705882353,0
2023-11-29,0.058823529411764705,0.11932698505378109,0.004648065471285625,0.47058823529411764,0.17647058823529413,0.058823529411764705,1
2023-11-30,0.23529411764705882,0.4477768253968255,0.064151007832599,0.5588235294117647,0.35294117647058826,0.23529411764705882,2
2023-12-01,0.4117647058823529,0.4407576165944629,0.09366433447734636,0.5588235294117647,0.5,0.4117647058823529,2
2023-12-04,0.14705882352941177,0.200878032860265,0.017283504552168958,0.35294117647058826,0.20588235294117646,0.14705882352941177,2
2023-12-05,0.14705882352941177,0.3547737460487881,0.04508852244156354,0.6176470588235294,0.2647058823529412,0.14705882352941177,2
2023-12-06,0.08823529411764706,0.13727966522740492,0.014707295454617894,0.5,0.20588235294117646,0.08823529411764706,2
2023-12-07,0.11764705882352941,0.22392099435600984,0.03477083733220608,0.5588235294117647,0.29411764705882354,0.11764705882352941,2
2023-12-08,0.14705882352941177,0.21630110696475707,0.050598621236746195,0.7352941176470589,0.3235294117647059,0.14705882352941177,2
2023-12-11,0.35294117647058826,0.2957888575096277,0.08240698184155369,0.5588235294117647,0.5,0.35294117647058826,2
2023-12-12,0.24242424242424243,0.20284575065669835,0.04972419895342243,0.5454545454545454,0.42424242424242425,0.24242424242424243,2
2023-12-13,0.06060606060606061,0.1429211905492917,-0.025043953722406087,0.21212121212121213,0.18181818181818182,0.06060606060606061,1
2023-12-14,0.029411764705882353,0.08324858679826735,-0.04857365580822183,0.17647058823529413,0.029411764705882353,0.029411764705882353,0
2023-12-15,0.029411764705882353,0.1546454993277881,-0.028694346129760857,0.17647058823529413,0.11764705882352941,0.029411764705882353,0
2023-12-18,0.08823529411764706,0.23384133147605832,-0.014789797777435991,0.2647058823529412,0.08823529411764706,0.08823529411764706,2
2023-12-19,0.08823529411764706,0.26653176227102826,0.008228612615179105,0.29411764705882354,0.17647058823529413,0.08823529411764706,2
2023-12-20,0.058823529411764705,0.19996520008740398,0.004720356052401484,0.38235294117647056,0.17647058823529413,0.058823529411764705,1
2023-12-21,0.35294117647058826,0.31303456314664346,0.08753777382957609,0.6470588235294118,0.47058823529411764,0.35294117647058826,2
2023-12-22,0.38235294117647056,0.5228341864139022,0.12102915561760254,0.8529411764705882,0.5882352941176471,0.38235294117647056,2
2023-12-25,0.35294117647058826,0.5137638374015367,0.12118368061253824,0.9117647058823529,0.6764705882352942,0.35294117647058826,2
2023-12-26,0.37142857142857144,0.46124863872742916,0.12299505745054766,0.9428571428571428,0.7714285714285715,0.37142857142857144,2
2023-12-27,0.3142857142857143,0.3451681794082968,0.09961753389560642,0.7714285714285715,0.6,0.3142857142857143,2
2023-12-28,0.05714285714285714,0.316175682269229,0.025459900850981206,0.5428571428571428,0.2,0.05714285714285714,1
2023-12-29,0.02857142857142857,0.1767146691360055,-0.042349352800034844,0.14285714285714285,0.05714285714285714,0.02857142857142857,0
2024-01-02,0.02857142857142857,0.1450542558802948,-0.07022627791775986,0.14285714285714285,0.02857142857142857,0.02857142857142857,0
2024-01-03,0.0,0.030531993935460536,-0.07826432556154934,0.08571428571428572,0.0,0.0,0
2024-01-04,0.0,0.013716357503632492,-0.11112127174903787,0.05714285714285714,0.0,0.0,0
2024-01-05,0.0,0.024193938101889367,-0.09331591196292405,0.11428571428571428,0.0,0.0,0
2024-01-08,0.0,0.0652495075714889,-0.08022297143057883,0.14285714285714285,0.05714285714285714,0.0,0
2024-01-09,0.0,0.08917689740701057,-0.026969294466782402,0.17142857142857143,0.08571428571428572,0.0,0
2024-01-10,0.0,0.05208854880929576,-0.055020359038692956,0.08571428571428572,0.02857142857142857,0.0,0
2024-01-11,0.0,0.07874659159478165,-0.028094063338023893,0.22857142857142856,0.11428571428571428,0.0,0
2024-01-12,0.2857142857142857,0.2711352761680994,0.060782995424078744,0.5142857142857142,0.37142857142857144,0.2857142857142857,2
2024-01-15,0.05714285714285714,0.2099207860370311,-0.04721240474774758,0.17142857142857143,0.11428571428571428,0.05714285714285714,1
2024-01-16,0.17142857142857143,0.23308886821006855,0.011584313275975068,0.37142857142857144,0.2857142857142857,0.17142857142857143,2
2024-01-17,0.05714285714285714,0.16722618157784047,-0.008192741337238473,0.2857142857142857,0.17142857142857143,0.05714285714285714,1
2024-01-18,0.02857142857142857,0.10016722634198766,-0.028212380435423987,0.17142857142857143,0.08571428571428572,0.02857142857142857,0
2024-01-19,0.02857142857142857,0.0730942157032321,-0.0598262166421863,0.11428571428571428,0.02857142857142857,0.02857142857142857,0
2024-01-22,0.02857142857142857,0.13752483421521694,-0.05354747667608288,0.22857142857142856,0.05714285714285714,0.02857142857142857,0
2024-01-23,0.0,0.06755100476340031,-0.09196728024607968,0.08571428571428572,0.02857142857142857,0.0,0
2024-01-24,0.0,0.0038246407724102476,-0.11442048556580812,0.05714285714285714,0.0,0.0,0
2024-01-25,0.0,0.01779805104861605,-0.1273374688579655,0.02857142857142857,0.0,0.0,0
2024-01-26,0.0,0.008946484959002533,-0.19293537947043968,0.02857142857142857,0.0,0.0,0
2024-01-29,0.0,0.0016563182452761886,-0.15164157983439788,0.02857142857142857,0.0,0.0,0
2024-01-30,0.08333333333333333,0.14391222397492603,-0.06845905787274202,0.2222222222222222,0.1388888888888889,0.08333333333333333,2
2024-01-31,0.08333333333333333,0.22650359109102952,-0.050396769783095804,0.2222222222222222,0.16666666666666666,0.08333333333333333,2
2024-02-01,0.1388888888888889,0.2639535090020724,0.0019753805885798273,0.4166666666666667,0.25,0.1388888888888889,2
2024-02-02,0.4444444444444444,0.2967093802592444,0.09938957522967411,0.6944444444444444,0.5833333333333334,0.4444444444444444,2
2024-02-05,0.4722222222222222,0.29085090871078434,0.14160270030334415,0.7222222222222222,0.6388888888888888,0.4722222222222222,2
2024-02-06,0.3333333333333333,0.2364236153441933,0.09300309357258062,0.8055555555555556,0.6111111111111112,0.3333333333333333,2
2024-02-07,0.4722222222222222,0.4712765353583295,0.1589353859585544,0.8333333333333334,0.6388888888888888,0.4722222222222222,2
2024-02-08,0.2222222222222222,0.2819752703773487,0.06330477861684992,0.5555555555555556,0.3055555555555556,0.2222222222222222,2
2024-02-19,0.3055555555555556,0.4076619898909285,0.09550732834657859,0.7777777777777778,0.4722222222222222,0.3055555555555556,2
2024-02-20,0.3888888888888889,0.659919801290064,0.13613557694835118,0.8888888888888888,0.7222222222222222,0.3888888888888889,2
2024-02-21,0.08333333333333333,0.3361459009340255,0.0431160186837994,0.5555555555555556,0.2777777777777778,0.08333333333333333,1
2024-02-22,0.25,0.47409818895114986,0.08997342250346212,0.8333333333333334,0.4166666666666667,0.25,2
2024-02-23,0.2222222222222222,0.21991741868835285,0.059667945459608365,0.7222222222222222,0.4166666666666667,0.2222222222222222,2
2024-02-26,0.1388888888888889,0.19410376873661678,0.03050762616455542,0.5277777777777778,0.2777777777777778,0.1388888888888889,2
2024-02-27,0.08333333333333333,0.11327441908675978,-0.0418990441280205,0.2222222222222222,0.1111111111111111,0.08333333333333333,1
2024-02-28,0.1111111111111111,0.3400903444416463,0.03331655255281971,0.5277777777777778,0.25,0.1111111111111111,2
2024-02-29,0.027777777777777776,0.22301179679171199,-0.025210873608539817,0.2222222222222222,0.1111111111111111,0.027777777777777776,0
2024-03-01,0.027777777777777776,0.3380303739510686,-0.012090326248375572,0.25,0.08333333333333333,0.027777777777777776,0
